Dim1,Dim2,Class
-8.210759,-5.0924063,1.0
75.29662,45.346695,3.0
-10.9950485,-65.82834,3.0
-50.170845,-13.780237,
-21.462715,35.713757,4.0
-50.319748,-15.729051,4.0
-47.659344,-8.649486,4.0
21.276283,-11.552819,1.0
-57.614258,10.282843,1.0
-57.60919,8.950116,1.0
-57.557304,8.723296,1.0
15.55417,34.826935,1.0
-56.08049,7.4425282,5.0
-3.9439483,-7.6298795,4.0
-58.893196,46.37382,1.0
15.313281,16.579231,3.0
-79.89763,29.644842,4.0
-12.807533,56.99458,1.0
52.437798,-23.351755,1.0
69.477715,44.981224,4.0
79.52694,20.944855,5.0
-31.141623,-23.551556,1.0
-5.3606405,-58.04463,3.0
-51.23179,10.511708,1.0
-46.610634,-52.94167,4.0
-52.443924,-15.191757,1.0
-38.139362,-13.858545,1.0
-45.466278,-54.730225,4.0
-40.113667,-1.1940658,4.0
82.28136,6.2414517,3.0
44.162174,-20.851355,1.0
-12.854173,15.1733885,4.0
0.94567806,35.59531,1.0
15.604526,18.86128,1.0
59.316666,-12.231421,4.0
69.30813,18.548565,3.0
-1.4106803,-70.16691,3.0
-29.502897,-54.278893,
-67.16669,16.565582,4.0
-11.591484,44.999043,5.0
-68.69165,29.196175,1.0
4.022273,-79.9961,4.0
-31.493383,40.885426,1.0
-31.286932,40.995842,1.0
-34.978653,8.165186,1.0
47.167194,-48.46797,3.0
-34.974606,8.202038,1.0
9.421711,40.98753,3.0
-12.000128,15.250268,4.0
-69.76138,19.804062,1.0
-61.65064,37.35651,1.0
-8.6234255,-76.0504,
-28.41539,-49.712368,1.0
-7.2579317,59.04478,1.0
-31.153418,45.96851,3.0
-37.330868,45.98326,3.0
-40.003082,-33.787624,
0.41232997,-79.81356,4.0
-7.894881,-76.01164,4.0
-36.3464,-7.9956193,4.0
2.488367,-82.380486,1.0
63.330765,20.28034,1.0
-11.437248,-17.298475,3.0
-14.738337,16.150263,3.0
10.235472,14.272622,3.0
-14.913265,8.681317,1.0
-19.31751,-12.397621,4.0
-35.906357,21.453636,4.0
66.41633,17.740145,3.0
-9.702247,-0.35161635,1.0
11.116422,32.455517,3.0
24.070625,17.587738,1.0
10.863281,11.862205,4.0
-45.44902,-0.62954324,1.0
23.731537,49.95847,1.0
8.625715,-1.9721668,5.0
-53.430584,14.234231,1.0
-56.19262,15.999251,1.0
-31.805254,-6.9361744,1.0
-18.705566,7.9784884,1.0
-54.46677,-7.383274,
-40.217014,-19.497438,4.0
-57.828144,9.510291,1.0
4.9941387,28.676975,1.0
26.169645,53.658062,1.0
30.993357,32.969944,1.0
58.165474,52.8188,1.0
0.79104215,2.1385326,3.0
-12.019251,-7.9483314,1.0
-18.356283,-26.780296,1.0
24.748192,47.08537,1.0
26.451027,19.114279,1.0
-63.027103,15.202021,1.0
-36.163067,46.45653,4.0
8.426058,45.001743,1.0
12.84613,-5.995888,3.0
9.78953,-82.10354,4.0
16.479643,-75.735886,1.0
-38.325603,-31.667732,1.0
-14.065587,6.15745,1.0
-56.358166,-18.510557,4.0
22.357964,40.424953,3.0
30.537231,32.41647,3.0
-26.981028,5.0048604,4.0
-12.169148,0.4965709,1.0
-38.72541,-14.308748,3.0
-7.7558064,22.048813,1.0
-6.2675195,-13.080471,1.0
-43.78351,14.174932,1.0
-52.692333,-53.12138,4.0
-21.883484,-9.088802,
-21.878529,-9.556555,3.0
-51.43389,-15.304644,1.0
-11.184208,-52.26309,
-0.25732523,-59.579094,4.0
-5.2966676,11.442334,1.0
-62.106304,30.775217,3.0
-42.478893,57.99352,1.0
-43.855934,0.01177856,4.0
-43.96482,-64.49411,1.0
-43.987988,15.105938,1.0
-18.081345,2.4398274,1.0
-22.256927,-14.132586,4.0
-40.92462,-14.120458,4.0
-56.378284,-17.491652,4.0
-32.56301,-7.9515867,4.0
-7.667398,-56.83536,4.0
-40.756416,-19.719398,4.0
-42.3098,-63.486183,1.0
-14.130199,1.2876486,1.0
-37.930508,11.673645,4.0
7.3117085,58.06144,1.0
-37.14072,0.48093528,4.0
-55.618965,26.29274,3.0
11.354823,3.0936935,3.0
0.22592129,45.0681,4.0
-37.66909,11.961981,1.0
-45.787693,-3.0061572,3.0
68.55915,42.29346,4.0
-31.174055,46.502666,4.0
-54.66382,3.9703727,1.0
-9.015635,7.6994424,4.0
-25.118483,-28.449547,4.0
54.61314,-34.683273,4.0
-30.953043,56.50947,3.0
-71.035515,32.767548,1.0
-16.293367,-7.549063,4.0
-26.472643,6.5322123,4.0
-13.371097,40.531673,1.0
3.2103193,-74.91223,4.0
16.289148,16.69264,1.0
2.4456472,-0.052044578,1.0
-5.0631757,54.663548,4.0
66.26177,11.443297,1.0
-33.010643,-9.273687,4.0
-11.516509,-17.446453,4.0
55.740475,-22.926584,4.0
52.11899,19.620102,4.0
0.8322567,39.47158,
49.034786,-28.578104,4.0
-26.756147,9.597004,4.0
6.2044263,43.950317,1.0
-78.6456,24.718342,4.0
-37.145084,11.471949,4.0
-3.3524878,15.346988,3.0
-37.534184,-19.262587,4.0
-20.820368,-24.676367,1.0
-35.57301,45.978016,4.0
-35.997528,54.724396,4.0
-44.9361,61.728497,1.0
-53.15282,-17.100851,4.0
-23.249683,44.697315,1.0
-58.260696,-8.102856,4.0
2.2914891,35.1553,4.0
59.16128,-11.890949,1.0
-52.179245,-13.555917,1.0
19.461163,58.47601,4.0
5.728091,-8.132381,1.0
-44.97423,8.699695,1.0
-8.080704,9.708458,4.0
-2.6266487,-63.43518,4.0
-33.797176,45.749016,4.0
-49.142487,28.747864,1.0
-66.622444,21.36405,1.0
-53.64382,29.657644,3.0
3.0259118,15.454666,1.0
-31.929337,11.953334,4.0
-30.1968,12.541595,4.0
-51.19557,-12.580655,4.0
0.3866528,-16.231306,
52.49196,-16.851137,4.0
9.68619,4.9078436,4.0
-37.6341,19.763515,4.0
3.9599168,-9.099919,1.0
-12.534236,61.79213,1.0
19.650295,-53.13201,4.0
-10.556932,-18.481417,4.0
-9.330064,-21.5961,4.0
21.293959,23.396526,3.0
-49.53764,-8.90928,4.0
-23.761545,-28.463364,1.0
-22.539494,-25.168385,4.0
2.0884752,14.293238,3.0
-27.130491,0.89787453,3.0
28.542639,20.04167,
13.102972,40.49512,1.0
-47.442818,13.138129,1.0
-14.491439,-23.692347,4.0
-21.42788,-17.464941,1.0
7.796848,63.25865,4.0
-9.256251,-18.870699,4.0
5.348923,12.841115,3.0
-12.150465,-11.928332,4.0
7.7768273,65.80984,4.0
-37.1523,-20.317165,4.0
24.202381,48.603363,1.0
-19.207361,-4.546447,3.0
4.2135944,24.260056,1.0
33.481407,44.446205,3.0
11.251974,25.33225,1.0
-19.232695,-26.215534,1.0
14.406918,37.1,1.0
-35.97714,2.1161988,1.0
-58.7542,-14.381905,4.0
-55.82598,24.651041,1.0
0.8635738,54.781586,1.0
6.2285357,4.002248,3.0
-25.219257,12.297899,4.0
9.648629,-13.05992,3.0
-56.956753,-4.3923874,4.0
-57.538353,22.172348,1.0
-24.978191,44.92549,1.0
-49.905037,20.496761,1.0
-47.079105,27.870567,4.0
-44.914967,39.334396,3.0
-24.475805,51.88387,1.0
-33.752094,45.76454,1.0
-44.25648,-13.218738,4.0
3.4353876,16.95366,1.0
-31.984032,0.58091426,3.0
-26.798521,41.996708,1.0
15.232694,37.603527,1.0
-39.31064,-9.749738,4.0
-22.639141,-24.20757,4.0
-2.612185,-1.9057479,3.0
31.025896,42.58486,1.0
-18.26034,36.48441,4.0
-6.652053,17.134861,1.0
-39.201107,0.15713066,4.0
-14.12141,7.5838976,4.0
-45.708076,31.57631,3.0
5.5005527,11.86703,3.0
-51.048447,6.2462063,4.0
61.3644,48.960335,1.0
59.85782,39.63033,3.0
66.89845,14.9990015,
5.7829227,61.023724,5.0
50.69403,-30.524113,1.0
-46.28852,32.114513,1.0
23.372013,47.708683,1.0
-3.9807146,22.647406,1.0
-28.056126,-48.84308,4.0
57.692272,39.782,3.0
-4.7081084,-80.89248,4.0
-29.635138,-15.361098,4.0
-33.279636,1.9869555,4.0
-6.1609507,59.424995,1.0
-58.480766,11.1662855,3.0
-49.69543,22.374569,1.0
-22.488,-32.13624,1.0
-42.31492,-59.480453,
-14.22496,-36.438965,1.0
-22.272997,-14.329851,1.0
4.8343987,32.65415,1.0
-11.708055,-35.97301,1.0
35.32511,44.254093,1.0
-26.225464,-61.64498,
-5.5143986,52.905888,3.0
-39.23167,13.364443,1.0
12.768164,-66.70607,1.0
35.107433,41.611988,1.0
-62.32771,-13.978357,1.0
-5.0702367,59.43937,1.0
-4.3973775,-23.055859,
-42.14778,0.16742142,4.0
-4.953175,-69.155716,4.0
-27.881224,-31.984901,4.0
77.10133,21.897541,4.0
-25.77088,-20.519255,4.0
75.73179,45.774586,
-23.831593,-27.429775,1.0
-33.71826,-4.3575125,4.0
22.084873,-80.80731,3.0
65.80955,-23.774778,1.0
-16.889431,-18.124573,1.0
-44.078197,-20.987932,4.0
-29.710726,-68.62979,1.0
-31.500568,55.479187,5.0
-27.933735,38.09053,3.0
4.1133084,-61.483135,4.0
-34.27147,-2.279623,1.0
-20.824371,-21.457127,1.0
-37.00676,0.79240495,4.0
-50.224133,11.035959,1.0
-60.919704,6.9240627,4.0
-54.879345,9.604525,1.0
-7.665727,-25.503975,4.0
-36.076378,-14.544721,4.0
-53.029346,-18.375725,
28.30476,18.325686,3.0
-1.9860495,-63.599297,5.0
2.499914,-64.53306,4.0
2.5830455,-64.44261,4.0
-21.190113,-50.677418,4.0
-24.944653,-25.962889,4.0
14.56096,28.411003,1.0
-59.14178,-11.103965,3.0
10.468256,31.855139,1.0
16.501955,33.953377,1.0
60.92048,14.446306,1.0
80.96926,19.056402,4.0
29.14846,27.936382,1.0
7.303701,49.311104,1.0
34.682392,37.76782,1.0
20.593348,32.434235,1.0
66.40364,-18.908165,1.0
-45.654053,9.485635,1.0
-0.45853204,1.2472281,1.0
1.1538767,16.28996,1.0
65.503845,-24.826664,1.0
24.272367,49.16697,1.0
6.2794023,-79.898476,1.0
13.271271,-65.408966,3.0
6.228308,63.235703,4.0
42.23355,-28.261362,4.0
-10.570026,11.788982,1.0
-65.09907,25.198603,4.0
-36.66992,30.109602,3.0
76.16052,-21.841413,1.0
-24.705591,24.100311,1.0
11.046038,-76.59933,4.0
-28.378727,-30.170343,4.0
48.172127,-28.90601,1.0
-60.394154,8.870897,4.0
-28.734867,2.13381,3.0
-63.60137,16.24565,1.0
-0.51709634,-5.7344646,1.0
28.376785,20.708733,4.0
-46.032692,-4.905174,4.0
-8.9543705,10.801914,4.0
-8.011331,10.5547285,4.0
44.009403,-25.00489,4.0
9.118143,-33.514263,1.0
7.6308413,12.994075,4.0
33.190666,38.179913,4.0
33.68927,38.703682,4.0
64.33907,48.13071,4.0
64.0667,48.753418,4.0
-30.026237,-18.41954,4.0
-14.726444,19.886345,4.0
-21.374708,35.920807,1.0
7.394763,40.80262,1.0
21.06832,46.923138,1.0
-8.360277,20.476349,4.0
66.94805,44.47622,4.0
-12.665083,25.333755,5.0
12.822575,-3.2169204,3.0
6.3366036,59.7219,1.0
2.147595,-57.68236,4.0
-56.93657,9.652948,1.0
14.114701,-74.09577,4.0
-44.93804,16.894552,1.0
-31.508795,-18.456455,4.0
-26.136421,41.293686,3.0
11.497621,56.833595,4.0
35.10669,16.070839,1.0
81.13398,7.167625,3.0
75.62828,45.608738,4.0
11.9575,-84.392006,3.0
1.053736,13.436254,1.0
-47.54278,3.2479732,1.0
-6.6260457,17.026964,1.0
-7.6493955,-25.092405,4.0
-45.585117,-9.585414,4.0
-38.230057,-10.984892,4.0
-42.16308,-18.30517,1.0
-58.230576,28.498753,1.0
-51.73473,-52.58788,1.0
8.143613,-82.65006,3.0
-38.431168,-17.205566,4.0
-40.443924,13.545095,3.0
0.3912545,16.904247,1.0
5.730385,2.4188702,4.0
-33.111927,5.665906,1.0
-4.877969,15.440062,4.0
-65.56664,20.922693,1.0
-34.829327,53.725483,1.0
17.191753,32.57318,3.0
-58.994823,30.46229,1.0
7.361456,-88.029625,1.0
-38.921463,-11.0360565,1.0
-51.50046,-49.833347,4.0
23.897308,21.463434,1.0
-37.923397,-31.414131,4.0
-58.69835,10.173457,3.0
-8.893131,50.1527,1.0
19.421597,41.397633,1.0
-6.8708715,32.385517,4.0
-54.764576,-13.297948,3.0
-45.210712,-5.4892263,1.0
-34.07359,-2.4487624,3.0
-10.140907,12.0617,1.0
-39.551865,-33.39886,1.0
-45.36083,-9.681875,1.0
-49.125908,17.991617,3.0
21.596083,49.30691,1.0
-24.543547,2.6044679,4.0
-31.16871,49.85785,3.0
55.407795,-17.027609,4.0
13.541863,-3.761795,1.0
9.846709,-8.923441,1.0
22.148006,-1.6841446,4.0
-15.548154,6.7423224,1.0
-11.38474,28.058811,1.0
7.2587237,58.266037,1.0
-35.054165,10.159468,1.0
-69.09695,14.52647,5.0
-27.818739,8.410996,4.0
-9.76736,-8.801832,3.0
-40.22939,-68.12051,1.0
-25.27262,44.64937,4.0
-59.999752,39.92482,3.0
-27.15943,40.125885,1.0
3.7965999,27.600672,1.0
-0.21476085,23.31115,1.0
-4.339631,14.96746,
-35.12523,-0.2393973,1.0
23.49637,49.881294,1.0
-22.701405,0.21270874,4.0
-40.97454,-18.098816,3.0
-49.56402,-13.159433,1.0
-50.088802,-13.644687,1.0
-5.440174,18.54541,3.0
-31.39876,1.4441558,4.0
-52.832355,10.872235,1.0
29.077793,26.455486,3.0
-23.686455,0.4414929,4.0
-48.381504,28.355787,3.0
-43.46758,7.6692467,4.0
18.739521,12.753838,3.0
-36.390186,-32.88282,1.0
30.120007,24.119204,3.0
-10.576961,64.160126,1.0
-25.2137,-0.38552794,1.0
5.0397105,34.885345,1.0
-38.31958,-68.27915,1.0
20.69346,-78.90074,1.0
-16.379217,-8.6204815,1.0
17.855524,59.338802,1.0
30.453928,48.893696,3.0
35.83582,45.46269,3.0
55.86533,53.204227,3.0
0.15139778,-10.506521,5.0
13.694804,49.34402,4.0
-78.32331,30.891455,1.0
15.506636,-2.5854027,4.0
-1.0955276,-9.572086,1.0
26.616703,35.78022,3.0
15.403008,-72.31932,4.0
9.113477,49.85548,3.0
69.542114,16.282467,1.0
-10.918293,28.217257,1.0
-35.187653,-52.976147,1.0
29.927153,52.42617,5.0
3.792847,60.71955,4.0
65.601006,51.354923,1.0
26.21882,53.710808,1.0
20.38899,-2.661602,4.0
-37.48872,-6.5211143,1.0
69.456375,41.535843,
-13.243674,-11.971601,1.0
-8.232002,27.587698,1.0
31.639748,-65.01157,
15.081945,20.489502,1.0
-45.36638,61.405323,1.0
10.866578,24.728619,1.0
-44.937756,21.434761,1.0
2.23614,8.808789,1.0
69.2124,18.103628,1.0
57.747982,-25.020084,1.0
-60.765743,54.81023,1.0
-48.7181,24.173649,1.0
73.81834,17.837048,
16.03649,-2.883211,1.0
-6.6249495,-4.7274933,3.0
1.829602,35.480198,4.0
-27.700998,-20.902988,1.0
-37.100407,-14.317139,1.0
-32.11008,8.635564,1.0
-9.730377,-67.5719,3.0
-34.668793,9.429942,1.0
-47.875587,-51.456776,4.0
-31.506872,40.8701,5.0
-34.901825,8.132773,1.0
-1.0972443,-68.61123,1.0
-0.03882644,-14.361827,4.0
10.400512,-3.6363475,4.0
-16.213896,50.788918,1.0
7.324637,-85.340576,3.0
-1.2190245,32.162388,4.0
57.60964,-25.912876,3.0
-13.638817,-4.167397,
-51.12933,-15.920837,1.0
-39.799866,-10.338559,4.0
54.143826,-26.4823,3.0
18.454578,50.919273,3.0
62.915,-21.609413,3.0
61.988983,-27.900135,3.0
73.79746,16.67603,3.0
75.50758,17.964897,3.0
58.844044,51.563564,1.0
-43.434067,-11.789111,4.0
82.600006,-3.2376251,1.0
-64.05231,17.478401,1.0
2.2617686,24.623915,1.0
-19.16682,-26.009672,1.0
11.800009,-84.76281,1.0
-39.40185,-22.057686,1.0
-24.54697,-14.822188,3.0
-22.7408,-15.873873,
-50.394135,-49.413063,4.0
-2.9904447,-23.220598,
55.357395,-30.19787,
-61.099358,6.571724,3.0
-38.133686,-7.6576767,4.0
-30.124166,-23.95283,4.0
24.576347,-3.2263398,4.0
-18.735498,-4.7458506,1.0
-26.122856,41.240368,3.0
-42.562588,-59.32242,1.0
7.036439,45.39871,1.0
26.906168,43.87547,1.0
24.523964,46.54517,1.0
63.75721,-19.802937,1.0
65.21554,-19.705658,1.0
15.093199,40.95918,1.0
17.71806,52.210136,1.0
21.010653,53.725254,1.0
-1.6367062,17.964214,3.0
-28.807,36.455868,5.0
-45.41151,18.34191,5.0
-12.896777,16.889162,1.0
69.59816,-1.9047469,4.0
-2.564475,23.227535,4.0
-56.09707,16.382208,5.0
-56.244007,7.9394846,5.0
-22.28643,20.634113,5.0
36.234043,22.353836,1.0
-3.262665,38.829094,3.0
16.656754,14.327607,4.0
4.870791,11.6642275,3.0
62.945534,20.902073,3.0
34.955357,41.36006,1.0
2.515682,-63.037827,4.0
28.909075,4.5949397,1.0
-13.202221,-76.44689,4.0
75.65441,2.6518414,4.0
16.48076,58.03315,1.0
63.220654,48.09452,4.0
-60.440536,29.94434,4.0
18.153456,59.149624,1.0
-58.081448,-23.096077,4.0
-23.82636,-2.9767091,4.0
-29.133154,1.6150298,4.0
-0.9038667,-9.285627,1.0
-2.4688015,-15.862761,3.0
-19.970587,-24.340038,3.0
8.130384,-10.428406,4.0
-2.4900131,3.9404545,4.0
-31.324148,-17.070107,3.0
50.000614,-21.858727,3.0
0.25110653,35.10326,3.0
-11.343968,-23.622885,4.0
-45.284576,-7.368577,4.0
43.40303,-29.394016,4.0
-10.088968,-67.9189,4.0
1.2495644,35.38685,4.0
30.290203,-63.411472,1.0
-43.95143,7.615588,1.0
-22.932987,-18.440054,4.0
-9.876214,0.13959119,4.0
20.074387,42.007133,1.0
-13.207606,47.04961,3.0
-27.549366,48.9075,1.0
-13.444409,2.5025606,4.0
12.035434,-5.5112534,4.0
-60.396805,24.604156,1.0
-52.095547,27.991507,1.0
-60.601803,31.869982,4.0
-11.733763,62.14573,1.0
-42.378952,57.880978,3.0
3.4753385,-59.26565,4.0
14.746034,-1.3453306,3.0
2.4713488,24.234905,1.0
-58.04843,-19.652458,4.0
6.7356234,5.7473044,3.0
33.399937,19.779184,3.0
45.882645,-19.3151,4.0
26.645864,35.523235,5.0
34.62857,40.047577,5.0
36.566784,39.078636,5.0
-10.264373,-15.933758,5.0
22.591707,23.645597,3.0
-14.669925,-5.446678,1.0
12.920527,48.62386,1.0
58.42864,48.252754,1.0
1.3850238,-16.531895,4.0
-26.089334,51.5373,1.0
-58.704296,24.253117,1.0
8.526857,37.825176,1.0
-14.044281,3.2004771,1.0
-10.638356,-19.995626,3.0
24.730598,-47.74335,4.0
6.828812,-84.529915,4.0
-20.510237,20.165148,4.0
-53.090706,-53.06489,4.0
-72.157906,30.065807,5.0
25.087954,24.5547,1.0
-37.5043,-66.77505,4.0
20.374865,56.94548,3.0
-41.48253,55.93993,3.0
9.652233,44.93762,1.0
-8.512399,-56.23896,3.0
57.69348,24.99594,5.0
42.1622,-21.372974,
47.7332,-21.842112,1.0
-14.653694,-75.24503,4.0
-45.423367,17.096432,1.0
48.172882,-10.587582,3.0
-15.165612,-16.259699,4.0
0.6649466,17.640217,1.0
-19.430824,-24.166815,4.0
-22.365213,-17.430555,1.0
-10.091818,-64.909134,4.0
-31.00144,-11.217336,1.0
-16.398966,58.999195,1.0
0.0781256,-15.975962,4.0
2.503928,-66.75729,4.0
-15.160785,62.103935,4.0
-13.966045,46.733963,1.0
-33.265423,56.561993,3.0
-30.419039,47.070885,1.0
17.838614,50.194527,3.0
-0.6953445,-0.04135374,1.0
-8.124576,-77.09009,3.0
35.621967,44.901005,3.0
47.35814,-19.75226,1.0
14.914709,40.71577,3.0
-44.57168,-12.845159,1.0
9.591186,66.37818,3.0
68.15923,17.578373,3.0
35.536823,42.26385,3.0
13.840339,42.08036,3.0
-2.6589086,50.52209,1.0
13.550856,43.382244,3.0
-29.50956,4.0501623,4.0
8.627579,-80.52262,4.0
4.075222,24.171148,1.0
66.24025,17.283741,3.0
-7.7072806,-82.94989,3.0
-44.338387,-52.81157,1.0
2.558954,19.446852,1.0
-14.858194,-31.697891,4.0
13.469597,-65.48207,3.0
1.3849925,23.903643,1.0
12.570007,-15.783081,
-27.925022,43.339252,1.0
16.957157,-3.7683232,1.0
-47.184402,22.801931,3.0
11.721474,48.517323,5.0
-7.000293,14.81544,1.0
-56.21737,16.596605,1.0
-31.223047,29.257374,1.0
63.6428,-20.348223,4.0
-9.100662,-25.988218,4.0
24.213097,-48.04536,4.0
10.930763,12.190348,1.0
-1.9720387,54.460308,1.0
-1.3936502,52.345642,3.0
-44.469357,21.742212,1.0
35.96758,42.240818,1.0
10.634095,-77.78707,4.0
32.768143,29.878382,1.0
8.691512,6.0396714,4.0
-5.0048885,-72.13908,4.0
54.03183,35.677765,3.0
-7.3966937,13.441167,3.0
-64.82681,22.124939,4.0
-1.409517,52.089565,1.0
60.338562,50.654236,4.0
13.944305,-76.3864,1.0
19.050245,-3.7860382,1.0
25.974455,19.465977,3.0
33.28127,44.678967,3.0
27.868607,36.68408,1.0
-44.42248,-7.414844,4.0
-52.082558,12.75469,1.0
11.148422,67.13549,1.0
5.880537,-80.56928,4.0
-12.860618,-8.02307,4.0
-57.52658,12.325725,4.0
-19.433664,22.840977,3.0
0.0514827,23.018736,3.0
80.332855,-0.12016635,3.0
-5.9281645,-55.667713,1.0
63.422585,48.533817,1.0
-13.438691,2.7725782,1.0
57.471207,-15.049001,1.0
23.059084,20.271212,1.0
-6.369301,-4.7870865,1.0
23.405203,27.39514,1.0
23.28656,28.015736,1.0
-2.462229,-15.550495,3.0
56.967503,56.869873,3.0
14.021987,28.403261,3.0
15.910741,26.24269,3.0
-37.8484,-70.743614,3.0
-37.304752,-70.85194,3.0
-37.249012,-71.84098,3.0
-38.72259,-70.85003,3.0
-3.4709847,33.859383,1.0
60.414284,-28.756989,1.0
-12.550292,59.93229,3.0
-8.707283,-11.60916,4.0
-68.4179,28.949993,1.0
-73.49752,18.746681,4.0
5.0207014,-6.961591,4.0
-38.061283,-63.841633,4.0
-11.870487,14.486006,3.0
34.472157,29.31768,1.0
33.00873,42.400944,1.0
27.362293,21.274385,4.0
53.061035,12.015678,4.0
-6.4824634,-12.897507,5.0
57.660038,39.939198,1.0
13.73731,-8.996279,
18.553905,-15.936495,1.0
24.944195,-48.060318,4.0
33.819584,-64.27682,4.0
-57.986706,9.266653,4.0
-24.784664,45.50759,1.0
-40.24676,14.654206,4.0
29.726866,8.261183,1.0
-42.717533,0.9142077,1.0
33.44985,46.29728,3.0
43.160065,-13.450375,1.0
-60.294605,27.542917,1.0
-31.193401,51.477547,4.0
-21.693777,56.618217,1.0
-35.847492,18.631088,4.0
-15.058837,58.630905,5.0
-23.226284,-6.146491,4.0
-34.955093,8.0900545,1.0
26.971622,-8.243805,4.0
-31.739408,55.144463,5.0
-2.8577616,51.46177,4.0
-51.587463,52.42158,1.0
-23.257486,-19.936872,
9.694406,45.343826,1.0
-19.92239,58.316788,1.0
-27.303095,-11.665856,4.0
-3.5760875,37.373814,4.0
-67.777306,30.239887,4.0
-69.10588,24.03028,4.0
29.551697,51.664898,1.0
-30.897297,49.409615,4.0
-31.784853,48.23432,1.0
39.90274,-17.214003,1.0
-44.259945,8.057967,1.0
13.1083145,2.0938842,1.0
-31.296238,41.660393,1.0
-7.4067554,1.4467359,1.0
-29.832115,-4.985118,4.0
-55.092216,-2.8723812,4.0
47.225693,-27.395557,4.0
6.7847853,8.64103,1.0
-66.47361,30.11195,1.0
29.677994,19.74706,1.0
-52.99426,21.601847,4.0
4.7233167,40.454407,1.0
-49.6236,47.452423,1.0
-30.882637,2.1867056,4.0
-53.520996,48.61444,1.0
-37.758106,12.3147745,4.0
4.316128,10.983065,3.0
-42.106968,-15.209172,4.0
-71.77844,30.89489,4.0
-30.635822,46.1582,1.0
-3.3439233,31.974716,
-59.328156,25.836065,1.0
-69.16304,20.14801,1.0
-16.81486,-6.535534,1.0
36.786774,29.760937,3.0
-10.587946,54.166588,4.0
12.106362,-75.9561,1.0
-36.854553,46.15243,3.0
-65.34714,23.931152,4.0
23.785303,-1.8686489,
2.0430732,13.66398,3.0
-12.935912,-10.934385,3.0
-10.069703,35.050797,1.0
16.682589,34.224117,1.0
-35.05267,10.719737,4.0
-53.58743,-17.760277,4.0
-10.142146,-16.052866,4.0
-4.2015615,-56.5083,4.0
-61.110184,-16.094215,4.0
71.25944,-69.793236,3.0
13.059387,4.1272655,4.0
29.398493,28.180153,1.0
-20.775314,33.95474,4.0
2.2196724,25.597593,4.0
-10.134107,35.39604,3.0
-15.088139,2.8294892,4.0
4.971404,20.545408,1.0
22.23435,39.732647,1.0
35.60058,-56.991688,3.0
74.91309,-4.7601185,4.0
9.742115,14.39545,1.0
-2.555556,13.763583,4.0
11.79253,38.983597,1.0
-12.852401,46.477978,1.0
56.61431,-16.882944,4.0
-21.00273,-28.532223,3.0
15.017613,-72.36569,4.0
-14.504111,-30.805609,1.0
24.48268,-4.5805774,1.0
42.62744,29.174316,1.0
6.421604,64.15382,1.0
10.435968,-80.50408,3.0
-22.873083,37.058525,1.0
-56.61689,24.811472,4.0
7.982051,-7.567911,3.0
69.670235,16.012068,1.0
-3.284703,-5.0065594,1.0
22.237562,-11.888463,1.0
34.99699,16.802727,5.0
62.785767,34.612564,3.0
-12.87559,3.775634,1.0
-54.285583,-5.048607,1.0
36.504993,42.31176,1.0
-42.45335,7.854243,3.0
11.647753,33.35767,3.0
46.796806,-19.808796,3.0
50.51855,-19.062243,4.0
-3.5525544,35.072437,4.0
68.41898,19.90069,1.0
-43.616734,-63.791443,1.0
-39.10314,-32.650196,4.0
-12.841256,16.53869,1.0
56.736843,26.387949,1.0
40.03151,46.958405,3.0
52.09807,54.00554,1.0
6.3209586,-7.5199757,4.0
42.29147,29.202082,1.0
-44.12579,7.99902,3.0
67.94297,44.961678,1.0
42.63993,29.159935,1.0
32.931786,43.09271,1.0
9.326808,36.957928,1.0
18.353094,33.066322,1.0
-42.853573,-60.738327,1.0
62.06585,50.35526,1.0
53.93105,-16.416142,4.0
28.490458,27.795885,1.0
8.253328,24.901712,1.0
43.622368,-46.870274,3.0
-28.302671,-17.947021,4.0
7.4554267,59.9506,3.0
10.694871,-82.53552,1.0
-52.808903,49.6627,3.0
31.931452,24.490978,1.0
-22.897133,-31.914913,4.0
8.793711,40.998466,1.0
0.2310401,-84.71084,1.0
-10.1898985,35.50596,4.0
78.379616,18.278048,1.0
-30.095339,-68.459045,1.0
-12.531537,61.70577,1.0
-6.4294324,55.493603,3.0
-18.963434,-9.535542,4.0
-28.79644,47.027996,1.0
12.980545,0.6107299,4.0
23.933067,26.555237,4.0
-5.812886,56.109394,3.0
14.792,21.177315,1.0
6.385877,-81.36447,
38.490425,-27.296534,4.0
0.55358446,-5.401128,1.0
-7.707833,-14.165321,4.0
-38.724964,-68.082924,4.0
73.307396,20.24504,1.0
-3.1215346,-67.41652,1.0
-1.9102867,-23.850985,4.0
-55.68562,-21.832844,4.0
-7.113531,-55.319603,4.0
-3.6083443,11.572684,1.0
15.385433,-73.55732,
75.382706,45.405666,4.0
-13.477116,-2.8865345,3.0
54.499775,-25.452505,1.0
58.898552,-13.681561,5.0
10.211431,59.35968,5.0
64.93429,-17.727997,4.0
3.9391193,13.484907,4.0
60.37037,50.0664,1.0
4.3142605,8.473771,1.0
76.08753,-64.32689,1.0
-36.890522,57.215096,3.0
-13.237672,-8.001272,4.0
38.522957,-22.778078,3.0
8.42659,15.007466,1.0
21.560036,39.05869,1.0
-20.238607,-33.01008,
19.777071,-53.20446,4.0
9.142126,-5.0658517,1.0
