Dim1,Dim2,Class
5.04753,-24.860537,4.0
5.5217595,-38.90635,1.0
37.269295,-56.161457,1.0
41.29212,-53.10086,4.0
7.856127,67.5505,3.0
-35.26729,58.989765,1.0
-54.071983,21.982464,1.0
-57.087727,31.459173,1.0
-2.9234433,-23.00867,4.0
-30.482742,33.808697,1.0
71.66863,1.0454739,4.0
-59.45058,41.138023,4.0
26.794083,-32.467155,1.0
3.6598375,-59.93537,4.0
-15.607674,-12.195129,1.0
35.452427,-47.060356,1.0
11.58394,-29.509668,1.0
59.21597,-26.479519,1.0
2.8135073,-79.36479,
18.217007,-4.1689982,5.0
-53.481583,-43.20474,1.0
-2.1768854,-22.323282,4.0
-56.82967,-18.04065,
32.25021,-56.339172,
12.8480835,-66.32542,3.0
36.55107,-46.844524,1.0
-7.5893865,-74.97198,4.0
25.419851,-4.2413,1.0
-2.0368872,-24.660395,4.0
9.976452,-44.927547,1.0
-17.056707,24.430487,1.0
11.268288,59.287235,1.0
-41.785797,-31.376013,1.0
16.099342,-52.056114,1.0
12.629459,44.975517,1.0
28.646168,-57.78952,1.0
-11.412275,16.136272,1.0
50.88944,-19.617115,4.0
10.915747,47.72481,1.0
-54.82233,8.750211,
6.815286,5.5109067,1.0
62.957756,36.051132,3.0
54.18405,54.87968,1.0
0.35579982,1.439926,1.0
-63.09737,57.146503,5.0
-22.5637,-14.019906,4.0
-38.4944,58.58791,1.0
-52.950516,16.767944,1.0
-25.531498,27.878126,1.0
-59.33787,54.912563,5.0
-6.7343273,-29.710873,4.0
-55.96576,-23.837711,4.0
-12.746014,-0.660256,4.0
-68.13725,29.911871,3.0
-10.796592,64.69515,1.0
37.098873,-51.36655,4.0
-9.792058,-62.081127,3.0
-62.312046,-14.027613,5.0
23.767912,-59.755947,1.0
28.777042,-61.211502,1.0
2.3975675,-70.738464,1.0
7.2242503,15.921876,1.0
54.264748,-31.981821,1.0
56.149147,-32.614742,1.0
57.996365,-17.67989,1.0
70.20266,2.902865,4.0
-8.444654,-12.780247,4.0
62.604443,21.522175,1.0
-56.890034,-17.981552,4.0
53.099083,12.040402,4.0
-16.11552,-7.9860764,4.0
-44.935844,-54.67339,1.0
18.817047,21.775003,1.0
-36.253647,-14.217589,1.0
12.093091,-43.73054,
14.627359,-57.686302,4.0
-61.172253,-17.073357,
75.44578,45.655907,3.0
62.381035,-33.433205,3.0
71.85064,43.98119,3.0
62.447777,-33.189747,3.0
13.369884,-45.25798,3.0
12.507138,-45.89323,3.0
-34.171368,48.87976,3.0
35.041584,3.7552707,1.0
-44.62766,48.658794,3.0
-52.144455,11.743537,1.0
-28.96401,-60.725433,1.0
5.7465544,29.838388,1.0
-56.060936,31.726738,4.0
34.789345,28.887863,1.0
-27.718819,-61.203777,5.0
-48.383717,-51.0405,4.0
-47.109116,10.640696,1.0
-30.070087,34.512596,1.0
6.337648,21.488443,1.0
-25.3375,54.894108,3.0
12.30513,-1.1483978,4.0
19.84106,45.305046,1.0
-15.778235,59.548347,3.0
-29.530737,-14.889126,1.0
40.41123,29.020111,3.0
35.88758,-36.90024,3.0
23.900015,-4.7412186,1.0
29.004333,-40.068058,4.0
23.269588,47.373703,3.0
-12.498335,15.276097,3.0
-39.328495,-32.25092,4.0
66.93432,48.120586,4.0
43.74475,-28.67202,4.0
-5.874367,-13.9577,4.0
-13.235696,27.266403,3.0
-32.040417,31.479445,3.0
20.095737,18.307707,1.0
-21.165337,55.70006,5.0
-3.5887423,46.26023,1.0
-7.4478874,34.182087,1.0
-14.532699,52.570683,3.0
-44.919632,-6.564815,1.0
-70.2729,16.949265,1.0
-10.015648,-71.694664,4.0
-29.9384,0.7072831,3.0
-29.44117,3.0597389,4.0
59.483547,35.680927,3.0
37.764656,-17.802732,1.0
20.972542,27.918476,3.0
-48.79988,56.030197,1.0
-34.63905,40.24684,3.0
-7.9211326,21.90804,1.0
-51.71259,-55.814713,
40.389072,29.044584,1.0
-2.7600415,-2.0621428,4.0
30.094059,-48.01833,4.0
-19.188726,42.44039,1.0
-45.216377,16.623493,1.0
58.377075,-27.271627,4.0
-14.149266,-30.482494,1.0
14.682636,-57.668907,4.0
26.359331,-47.361546,4.0
-11.208341,-17.060013,1.0
0.177463,-71.45554,1.0
67.09571,50.584526,1.0
-24.353165,2.8501492,4.0
-2.711062,-81.06907,
8.386439,-2.0598948,3.0
19.561811,42.82445,1.0
31.490225,4.103339,1.0
-23.526306,34.114594,3.0
-11.393785,54.46686,1.0
-55.585033,9.381486,1.0
-59.905922,11.346698,3.0
-3.0770178,37.154716,4.0
38.23296,-43.99401,4.0
-8.660672,-70.48164,
52.75905,-17.729591,4.0
-58.271343,39.34942,3.0
-55.639515,-4.1357756,4.0
20.712313,32.153347,3.0
-69.15584,56.98781,1.0
49.855606,-20.109581,4.0
-46.726513,64.43834,1.0
-8.174517,16.935467,4.0
24.012585,43.69469,1.0
-21.972734,43.749577,1.0
-22.99698,37.278934,1.0
-53.81112,19.379347,4.0
-52.66095,50.59192,3.0
-32.58904,-4.7072845,3.0
-17.775427,32.33217,1.0
-39.301758,58.991,1.0
43.47703,-1.3435555,1.0
6.4208546,-83.561935,
-28.973743,26.173296,4.0
55.770885,-30.441154,4.0
-34.647034,6.3845067,4.0
-52.773857,50.86865,1.0
-25.22613,54.859386,3.0
58.84216,-33.461224,
31.80747,-46.800358,1.0
-11.144136,-52.18474,
62.012833,13.033382,1.0
61.04192,11.831264,3.0
74.76419,-7.9202156,3.0
-21.413681,-11.274541,4.0
-22.516098,-22.822073,
46.63845,-22.241667,3.0
-8.704361,2.4946506,1.0
-7.9452524,-84.348785,1.0
-10.41393,-71.306854,4.0
7.5724883,-85.30482,4.0
-36.80453,-53.093388,1.0
8.299483,-34.18517,1.0
-7.680486,-84.12975,4.0
72.00829,45.31116,1.0
-1.9349151,-24.46979,4.0
27.39497,-48.178074,1.0
28.29905,-58.04904,
-33.047173,-50.7157,1.0
5.3525896,64.3391,4.0
27.903927,-58.206493,1.0
22.592018,-58.062645,1.0
-2.5625336,-67.51544,4.0
-9.76378,-63.574306,1.0
-18.988985,-37.21351,4.0
6.248843,65.58264,1.0
75.32146,44.992382,4.0
23.695545,-10.588241,4.0
-14.224422,-52.89405,4.0
29.737913,-57.974464,1.0
-39.863754,-13.533522,4.0
-52.847336,-53.088425,1.0
-14.774189,-75.85109,4.0
31.622837,-54.30527,1.0
-52.207256,-45.03995,4.0
23.874912,-47.503624,4.0
53.447998,-32.72877,3.0
23.812231,-10.142865,
29.373203,-62.545547,3.0
26.032343,-43.78263,1.0
-48.11911,-52.105396,1.0
-13.897713,-52.494305,1.0
69.4925,-2.6536744,1.0
52.439743,-24.884401,1.0
-14.431774,-78.54334,4.0
-56.801716,-22.814224,4.0
37.436115,-59.732723,4.0
31.73479,-57.393467,3.0
5.928127,-40.45162,4.0
-2.2125485,-62.04943,1.0
-59.161938,-19.74787,4.0
5.329941,67.28548,4.0
-27.429987,-47.271694,4.0
-59.6001,-19.279472,4.0
-51.703835,-45.427273,4.0
-41.936626,-19.45676,4.0
-51.150307,-15.657213,1.0
70.02247,41.049427,1.0
70.88197,48.55914,1.0
-39.591553,-16.909327,3.0
-28.520164,-48.121056,3.0
59.47101,13.300894,5.0
-37.43296,-32.188614,4.0
8.793834,-32.02003,1.0
58.857903,10.7681675,1.0
-50.525284,-49.770638,1.0
-50.25137,-42.862072,4.0
27.143044,-61.038895,4.0
22.118893,-5.819997,1.0
-8.283057,-77.83959,1.0
0.60735947,-22.88787,4.0
-45.50687,-54.64433,4.0
5.415358,65.610916,1.0
54.93138,-32.41554,4.0
71.02317,-7.9470644,4.0
-8.72568,-3.1684847,1.0
-13.720693,1.6777685,1.0
54.996136,-21.54889,
25.914371,1.9104263,1.0
-28.109583,-49.981884,1.0
-0.6531977,-70.72458,4.0
-8.663088,-82.42566,1.0
-4.3081384,-70.27278,4.0
16.079891,-52.029964,3.0
3.1876593,63.45942,1.0
-38.29642,-7.8443174,1.0
-28.617485,-60.411457,1.0
44.290985,-28.650232,4.0
79.17502,-5.9040647,1.0
-0.9990696,-80.60997,3.0
-1.395528,-69.836876,4.0
0.5331524,-68.32575,1.0
43.01143,-52.9685,4.0
13.263627,14.850275,4.0
-37.31296,-17.713146,4.0
-2.5274136,-16.055323,1.0
44.426884,-23.699934,4.0
-58.379726,-21.595757,1.0
-50.772114,-48.06527,4.0
7.2414637,-87.91042,3.0
-62.09698,-17.063341,4.0
73.83464,0.87695855,3.0
-47.704784,-51.02082,
-11.733184,-16.690378,1.0
36.650932,-53.344334,1.0
37.88559,-20.644083,4.0
0.7463925,-62.000675,4.0
32.26052,-54.54708,5.0
-49.05046,-53.055927,4.0
15.292008,63.641155,3.0
23.21015,-11.570173,1.0
26.677767,-9.489133,1.0
9.301554,-79.78367,1.0
-58.772038,-15.894555,1.0
69.30948,-61.81941,3.0
46.07005,-10.300949,4.0
41.424114,-22.380018,4.0
-12.959332,-35.818333,1.0
22.96935,-43.281025,1.0
3.7013474,15.34016,3.0
53.267437,-26.36234,4.0
22.461346,-6.889483,1.0
19.691154,40.113342,1.0
42.059536,-56.579826,3.0
-31.984333,-51.856472,
-6.8084145,-72.020676,1.0
-59.261074,-17.500854,1.0
41.374046,-22.586748,4.0
18.978321,21.985134,1.0
-21.739952,-9.842651,1.0
-16.30741,-32.010677,3.0
0.25348446,45.921253,1.0
40.429565,-21.995682,4.0
24.214336,-44.88353,4.0
78.13287,18.331944,1.0
-43.083008,-20.564415,4.0
-23.326038,-19.2166,4.0
70.641426,-57.829372,4.0
64.77215,11.519828,1.0
73.464,16.992758,5.0
-6.9103746,-72.34115,1.0
-26.815739,-53.993816,3.0
-19.975271,-33.118137,1.0
-15.810019,3.124386,4.0
76.33951,-62.6355,3.0
47.59394,-25.624804,4.0
33.24581,14.2018385,1.0
43.052563,-13.2074175,
-12.685689,-0.78579825,1.0
-1.4649214,-80.88916,1.0
72.7352,-62.65809,1.0
-48.312386,-3.378786,1.0
81.122826,-2.2020369,1.0
0.47812417,-2.1598039,1.0
-39.652042,-8.029847,4.0
31.937021,44.184956,1.0
68.70176,-62.364677,3.0
28.91959,-59.852886,4.0
29.663502,-42.70079,4.0
71.08885,44.140186,5.0
35.711113,15.804836,1.0
50.076176,-30.102829,3.0
-4.501321,-56.599934,4.0
-10.501916,-63.73324,
-28.947872,-50.517544,4.0
70.91239,49.241203,3.0
63.73685,0.20540543,1.0
-3.1350808,-25.682262,
-8.883391,-64.48496,1.0
-30.502565,-53.756035,3.0
58.151886,36.466072,1.0
66.11228,-3.1751156,1.0
73.83105,-0.7263801,1.0
26.132511,-8.465234,1.0
70.309906,-67.04655,3.0
33.34515,46.71521,5.0
11.251661,29.909353,1.0
-42.11772,-30.473059,1.0
-10.7042055,-63.99824,4.0
14.006017,21.765274,1.0
60.515213,13.760584,4.0
54.09061,20.937216,3.0
54.73327,39.732563,1.0
25.688868,-57.127,4.0
54.75577,-32.43699,
-25.319778,-34.82968,4.0
25.941904,1.9774513,4.0
77.67577,-5.1492405,5.0
56.38108,41.819817,1.0
59.200512,-26.457832,1.0
-45.07746,-53.587234,4.0
70.29012,-57.690052,1.0
79.66732,0.7470519,3.0
43.223984,-55.403984,1.0
4.416343,63.575027,4.0
20.226307,18.649036,1.0
36.967525,16.35327,1.0
-9.795597,-65.43526,3.0
70.63367,-66.98724,3.0
62.926247,-19.383997,1.0
68.12863,-0.62071216,1.0
-33.625484,-14.780804,1.0
64.58801,34.074093,1.0
-49.22778,-50.113464,1.0
74.309265,-4.257093,1.0
66.98835,-3.6361706,3.0
31.89261,-49.10983,
-9.781814,-10.017517,3.0
8.709418,12.731409,4.0
-24.207691,-55.874676,5.0
39.927288,-11.918819,1.0
69.979904,-65.000534,3.0
72.788704,-17.721367,5.0
39.18108,-56.863777,4.0
59.143673,51.82773,1.0
-6.7341533,-29.767551,4.0
-6.3068066,-83.05457,3.0
-7.8646936,-12.091514,1.0
70.633736,-66.98722,1.0
57.637188,40.365467,5.0
70.82442,-18.824081,1.0
69.0189,-6.58466,1.0
63.70959,10.815928,3.0
10.714074,-81.691734,1.0
71.845474,-18.561636,3.0
68.88012,9.910655,1.0
-16.394009,-36.451336,1.0
-36.58226,-53.516453,
-7.7908497,-71.906425,1.0
-10.234038,-85.25197,1.0
-15.849783,20.482924,1.0
2.495772,-79.94501,4.0
77.800156,-63.69584,1.0
24.446161,-46.717762,4.0
-41.100758,-22.075533,1.0
59.438526,39.707016,1.0
-12.456053,3.1592252,5.0
-11.086768,-19.730139,3.0
-43.185753,-62.065414,1.0
-28.785421,-53.45517,1.0
-5.8509765,-57.96159,
-39.25483,36.619156,1.0
-9.927811,-84.30133,1.0
-28.139885,-60.71352,1.0
-51.40538,-47.93125,4.0
-30.601412,-11.95401,3.0
11.184628,6.4580684,3.0
11.364458,-14.405904,1.0
80.56576,20.152834,1.0
82.564674,-3.0826828,1.0
27.173681,44.276886,3.0
-5.854281,0.9912279,1.0
48.658173,-2.0876553,1.0
82.52101,6.561357,3.0
10.391314,15.130978,1.0
-29.317791,-53.703945,3.0
8.615061,23.587948,3.0
42.8437,-15.820278,3.0
45.260143,-21.579878,4.0
-50.891033,-45.79736,1.0
43.551426,-51.92148,1.0
77.3966,-3.2739737,1.0
58.258728,39.68968,4.0
-0.78786635,5.630393,1.0
-25.003141,-31.061941,1.0
1.2200936,-5.675124,3.0
-34.911552,-11.044113,4.0
61.554775,56.747517,1.0
22.395891,-7.7235055,3.0
76.497444,-61.997593,4.0
-12.960638,60.164036,5.0
-32.374985,-60.09449,1.0
-49.207794,-42.710136,4.0
37.63289,-41.649937,1.0
-43.012714,4.045515,5.0
17.923204,-5.596481,4.0
60.97117,-33.614384,3.0
1.1035478,-17.740633,3.0
66.83843,19.059937,3.0
42.623055,29.215391,1.0
74.87919,-1.2468286,3.0
29.068937,-48.047234,1.0
56.20346,-28.000614,1.0
-35.54659,-67.71309,3.0
62.64268,33.201534,3.0
-43.93479,60.11132,1.0
69.08396,-61.5477,1.0
-28.87574,-51.78303,4.0
-31.104193,13.39531,3.0
-16.52457,-13.275449,4.0
10.922808,47.827618,5.0
-43.364388,-31.098324,1.0
-37.023483,-32.84326,4.0
-28.362156,-52.78732,4.0
57.562687,-26.128109,3.0
70.61465,-57.86091,3.0
74.629,1.2433113,1.0
-2.8861597,6.930551,4.0
51.57542,-23.420322,4.0
28.961454,11.063387,3.0
-57.11521,38.33652,3.0
-27.067719,-67.719185,4.0
59.39198,-20.811504,1.0
62.847176,34.65438,3.0
-12.21426,22.027779,3.0
3.4574788,-12.832226,1.0
35.952236,45.468178,5.0
-28.15332,-8.631663,3.0
43.595325,-28.027378,4.0
-38.087482,-13.4548645,4.0
-32.747837,50.73775,1.0
-42.170513,-2.2117841,4.0
74.86676,-4.8774467,1.0
-4.472273,-77.4477,4.0
-36.497612,50.17378,3.0
16.233292,56.651443,3.0
9.314813,-82.52925,1.0
38.360306,-57.093235,
69.51872,2.7363136,4.0
-38.416634,2.6194232,4.0
-26.565622,-30.528442,4.0
30.094875,2.2833889,1.0
-12.410225,-2.0817525,3.0
-17.821259,54.105003,3.0
-46.701893,-16.439503,
0.08208293,-22.01482,
-10.830363,12.256681,1.0
24.591408,-44.75898,4.0
-49.549236,-43.032917,4.0
-30.512165,-0.8914858,
0.79723984,-15.729321,
-24.03952,-30.973421,
-29.543306,-15.154711,
30.102423,23.17174,1.0
-21.554245,17.673407,3.0
28.994211,-40.23618,5.0
-7.476114,1.7982055,
-62.180363,38.894188,4.0
-26.412045,-33.73672,3.0
-60.38643,9.629371,4.0
-61.338966,57.49419,1.0
-25.482285,-23.077612,4.0
-50.801826,19.480013,1.0
-58.951977,34.237434,4.0
-34.24087,45.116413,4.0
56.27272,20.464117,4.0
0.49885163,-16.970718,4.0
12.037095,-2.678334,1.0
-53.54971,50.04649,1.0
36.303173,-52.55657,4.0
-9.960066,-15.742045,4.0
-23.877554,-2.859169,4.0
53.594097,34.025948,1.0
51.409145,-22.984644,4.0
72.98867,46.4982,1.0
25.018675,30.052406,3.0
24.28203,-4.7266064,1.0
1.4240786,-69.94308,1.0
76.25301,3.0688548,1.0
-5.6646056,-57.318382,1.0
5.9517913,-82.53795,4.0
79.11213,-5.0878367,1.0
57.796886,26.48357,1.0
27.018593,-58.390858,4.0
10.613157,2.1090128,4.0
-4.7164817,11.416782,1.0
-40.88954,-12.49687,4.0
82.98338,-3.7200186,1.0
68.19428,13.40265,1.0
44.674545,-21.854856,1.0
-12.618021,-9.623662,1.0
69.979904,-65.000534,1.0
19.833157,47.60838,4.0
60.66977,24.44067,1.0
5.565035,-14.564232,4.0
31.849897,-54.444878,4.0
34.250675,-53.950287,1.0
-58.29642,-20.789686,4.0
-34.80392,-18.988115,3.0
62.652008,21.934408,1.0
-56.354263,-5.929088,4.0
9.89164,6.7980075,4.0
63.357166,43.384575,1.0
53.89541,54.738457,3.0
-14.14429,51.436466,3.0
33.27702,30.270374,3.0
1.6737448,14.928122,1.0
-28.28654,-49.264606,4.0
-42.805084,-20.365524,4.0
35.69041,16.8292,1.0
-49.83983,-48.808052,4.0
-10.074543,-59.359333,4.0
58.52397,52.461216,5.0
53.78124,-32.672745,4.0
-0.20627908,-59.57484,4.0
-55.46057,-23.070335,1.0
-62.02062,39.473537,1.0
40.112835,-16.88628,5.0
29.572529,-43.77068,1.0
-53.515354,49.09769,1.0
72.24848,43.495865,1.0
24.301805,-5.130361,1.0
-48.879005,46.279846,3.0
51.79487,32.654472,1.0
24.911364,-4.466647,1.0
-13.651814,-75.16041,4.0
25.752968,-56.325504,3.0
-7.0640793,14.897614,3.0
60.26375,-34.787,1.0
45.79941,-5.5041046,1.0
-32.91459,24.208313,1.0
-56.55213,-26.58407,4.0
16.068178,-77.47745,1.0
70.58088,0.5386236,1.0
-13.701007,-52.107334,1.0
12.776157,-76.12878,1.0
25.760798,-56.890186,4.0
31.135895,-64.5122,4.0
-1.1899873,32.310986,1.0
34.41365,27.127998,3.0
-22.926876,59.868973,1.0
-6.6508713,54.95102,1.0
1.9123913,-5.703436,
-17.609722,41.939053,4.0
-45.98033,50.785786,1.0
59.31605,13.140661,4.0
56.435856,-32.420948,3.0
78.15111,1.2204062,1.0
-5.463361,-56.130783,4.0
75.30225,45.376,1.0
-13.356525,-77.87721,4.0
13.533857,28.632446,3.0
4.0062666,-62.581352,4.0
37.469738,-44.36672,1.0
-4.3061237,24.59788,1.0
10.977674,9.933565,1.0
77.23431,-20.735125,4.0
23.319845,32.02003,1.0
-13.71031,51.523666,1.0
9.507336,13.807695,1.0
5.4513927,-81.56558,
43.24654,-51.139828,1.0
75.09216,44.826576,4.0
-30.710989,-11.244706,4.0
70.18657,2.6243086,4.0
67.05033,14.930542,1.0
71.062294,0.7341115,1.0
-26.49689,-30.95233,1.0
-24.133059,-21.477493,4.0
-27.955341,-50.172813,4.0
-58.967216,-20.01474,1.0
74.17026,-4.3143287,1.0
-33.74112,-12.76225,1.0
-23.979843,-36.381577,
19.36987,-1.2485986,4.0
-66.80453,27.906246,3.0
57.9629,21.642767,1.0
-36.346554,58.68633,1.0
-3.3152614,46.383385,1.0
69.979904,-65.000534,4.0
38.43825,-42.835243,1.0
26.76551,-47.894085,4.0
-13.653625,-64.837975,4.0
7.4981494,-34.022247,1.0
74.70516,-0.32014447,1.0
53.580944,54.192574,1.0
-5.2759304,-80.19469,3.0
57.3515,-18.710447,3.0
-24.388807,-30.949244,4.0
31.143333,-59.817066,4.0
5.2968636,-79.97809,1.0
56.18971,-32.89856,1.0
7.5909357,66.02647,4.0
8.681077,-32.446712,1.0
22.643902,-58.820496,4.0
42.11441,-20.172823,3.0
-56.52833,-26.580719,1.0
-52.049595,27.785843,1.0
8.318485,43.71796,3.0
2.3919046,25.54347,1.0
28.702652,-50.933258,4.0
70.23546,1.8183962,1.0
58.488663,38.849716,4.0
-39.85998,-64.867714,1.0
-12.159147,22.003597,1.0
81.235405,5.8811064,1.0
-16.206202,-14.220089,
38.15826,25.09242,3.0
-40.410496,57.86956,4.0
0.9880651,54.73613,3.0
-57.770626,10.1415205,4.0
7.318638,67.57645,3.0
70.56319,-3.677496,1.0
-26.448544,-67.78256,3.0
0.27358493,-62.687546,4.0
73.41218,-8.348277,1.0
-28.641935,-60.48613,4.0
33.90303,-53.937656,1.0
12.917324,-3.6043727,4.0
-56.163998,-23.45808,
-22.957378,29.17906,4.0
-63.057907,55.899544,5.0
-5.3508544,49.806953,1.0
-14.944095,52.720764,1.0
49.37257,-29.444033,1.0
-32.654297,-20.397392,1.0
-57.89722,51.915405,1.0
78.34025,-4.3731403,1.0
23.253744,-9.363178,1.0
49.880344,-2.4429798,3.0
-38.29102,51.630646,1.0
-46.308743,-53.76653,1.0
-38.375088,44.68345,4.0
-9.383278,34.71238,1.0
-12.2376585,21.927206,1.0
41.305267,-52.091496,
-59.983685,54.820335,1.0
-10.144311,60.05327,1.0
6.4542203,-18.996475,3.0
-1.5307906,18.156748,1.0
-37.109936,-17.81845,1.0
-53.81709,-16.54955,4.0
-68.00903,57.154522,4.0
40.35593,-16.94175,1.0
59.90964,-23.40744,1.0
69.34348,-6.115895,1.0
-20.266987,45.728294,1.0
10.78275,58.980755,3.0
-18.105738,59.088875,1.0
35.130646,-58.399353,
-0.26882845,-16.714128,1.0
-26.791832,-54.59442,1.0
-29.54574,0.30328986,3.0
-40.38041,-21.224428,4.0
53.209587,43.800724,1.0
62.53415,-28.511496,1.0
-60.248142,55.404625,5.0
-43.669758,9.991253,
45.860928,-5.317651,1.0
19.809288,45.109936,3.0
48.05012,-27.281725,4.0
-51.234066,52.18345,5.0
-0.32355714,-22.72748,
-57.403633,26.450129,1.0
37.755665,-41.55445,1.0
-9.717251,-25.39459,4.0
60.427116,37.70112,5.0
-38.944004,-69.146034,1.0
-40.373108,57.377186,5.0
47.335785,-9.2171135,1.0
-6.0087214,-9.891615,3.0
17.818686,59.3701,4.0
49.237724,-29.705791,3.0
-5.4021106,42.04875,1.0
-35.995514,59.187855,5.0
19.56408,44.6912,1.0
4.959207,28.487799,1.0
7.2624846,-78.98719,1.0
47.09383,-5.762456,1.0
-58.594646,12.1776905,5.0
-40.101254,-29.405798,1.0
-23.367668,-50.122704,4.0
75.59943,45.548546,4.0
-16.814798,54.18562,1.0
61.84542,12.811431,1.0
8.324847,-9.933197,1.0
17.85778,56.144596,1.0
-18.654856,42.28118,3.0
-29.271011,16.035141,4.0
-31.886099,50.607883,4.0
56.00349,-16.376411,1.0
-5.8308167,-21.899637,
59.515057,39.973892,1.0
68.80228,-6.4214883,4.0
20.472973,-53.88532,1.0
69.52104,47.691914,1.0
2.08589,-61.313023,1.0
-61.607513,22.657343,1.0
16.438389,-11.4442005,3.0
-1.9638145,37.683033,3.0
24.887632,-31.711254,1.0
-44.12966,-20.954683,1.0
56.19772,33.567207,1.0
-31.719828,55.51876,1.0
9.569838,-82.501595,1.0
20.097227,18.257824,3.0
-30.983181,6.104195,3.0
-29.271095,29.847942,3.0
-25.01534,52.234783,1.0
5.8792424,-6.2794285,4.0
-51.906345,33.961246,4.0
18.788807,40.296925,3.0
-40.566597,-32.771965,1.0
8.676872,-3.4122746,1.0
0.36620325,-18.008879,1.0
-14.367686,-1.9950418,1.0
28.087366,-37.692646,4.0
61.875206,-29.955376,1.0
-41.91751,-32.669052,
-11.660725,60.46614,5.0
-15.717964,40.783474,4.0
2.0374534,18.396189,1.0
-22.219288,55.50051,5.0
15.749253,-76.335335,1.0
43.19739,-14.930102,4.0
82.529015,-2.8898,1.0
23.989439,-46.40946,3.0
19.723404,-12.919298,4.0
-26.06386,34.05827,3.0
-22.930506,51.56408,3.0
-59.153843,38.386585,1.0
-28.128447,-11.149584,4.0
-45.75266,4.8773994,4.0
26.930342,-33.89508,4.0
-24.0152,0.61552906,4.0
-38.138054,1.975371,4.0
-15.320828,8.691207,1.0
60.962498,10.659627,1.0
-11.184306,53.8702,1.0
4.920441,-7.397264,1.0
-31.421108,29.065578,1.0
-49.835857,6.6702933,3.0
-36.318058,-14.945137,4.0
-34.19418,-50.118385,4.0
-6.7063236,-56.328194,4.0
69.11912,-62.36569,
75.79719,1.8348442,1.0
-59.504276,-17.50786,
-20.7124,-6.6434507,4.0
74.35522,-4.5889373,3.0
-8.103212,11.949121,1.0
-2.6580188,-3.8180556,1.0
28.45423,-35.274433,4.0
-55.483025,37.401787,4.0
-15.556503,39.250084,1.0
-25.223694,12.20653,4.0
-40.106857,-29.154343,4.0
67.55925,-4.2268786,1.0
-6.855726,-17.645033,4.0
27.504396,50.565804,3.0
15.44389,16.63386,1.0
-3.1518357,59.599545,3.0
-33.07938,48.699024,1.0
-4.3906446,24.96317,1.0
-18.633501,28.533644,3.0
20.976133,31.473013,1.0
-23.056725,-50.450626,4.0
23.067257,43.727062,1.0
-1.7101346,32.36221,1.0
-4.3099513,-55.25381,4.0
-7.5456104,34.307602,4.0
-36.262512,42.03333,4.0
-43.179565,64.42597,1.0
-24.148191,-36.131535,3.0
-26.266039,-1.6452386,4.0
82.75976,6.412979,3.0
-41.44515,-56.638184,1.0
55.517273,-35.333153,4.0
9.333361,34.1683,1.0
-25.235126,12.690473,3.0
67.464676,15.298162,1.0
9.376682,7.3818603,3.0
55.349686,-18.161842,3.0
-55.5849,38.22168,4.0
77.80753,-63.734695,5.0
0.18596472,21.827274,3.0
-29.276348,20.80808,3.0
-66.70383,60.893433,1.0
-57.30131,-2.0231447,4.0
-27.474789,9.190895,4.0
-33.94218,38.375507,1.0
22.401134,-45.21271,4.0
23.410032,27.995445,1.0
-9.770937,-26.37724,1.0
14.686283,2.319456,1.0
-6.1890697,46.702763,1.0
35.524647,-41.285244,4.0
-8.133751,-73.56175,3.0
-35.987545,20.776266,4.0
-5.367376,-81.9201,4.0
-62.43281,56.67444,1.0
-58.177967,57.62697,1.0
-38.156624,44.141094,4.0
-13.700151,28.05406,1.0
33.30527,7.387409,4.0
20.581106,-45.273724,4.0
-4.7424703,-81.00681,1.0
3.1140242,15.7338505,1.0
-26.914948,-60.034473,
77.74039,-3.58471,1.0
-49.126434,-43.22527,1.0
-27.143766,-2.3402758,4.0
-35.911503,44.459675,4.0
-25.227087,12.647447,1.0
-6.6438503,-17.711452,1.0
42.532322,-1.3456467,1.0
-16.365202,55.21141,1.0
-20.254526,59.575253,1.0
19.806787,24.116974,1.0
24.554098,-2.2279367,1.0
9.717145,67.82002,1.0
-8.14284,-75.97593,3.0
9.71222,-32.374,1.0
64.20663,-18.094738,3.0
-53.544624,-11.209934,1.0
2.0872407,-40.118946,1.0
-48.73166,-54.181286,1.0
42.851894,-26.979992,1.0
32.640724,-61.779804,
-34.78294,-13.579065,3.0
79.32063,-4.9939575,1.0
8.787242,-18.646542,5.0
-17.392904,27.923834,3.0
11.479816,33.821888,1.0
-26.946802,8.327101,4.0
3.2703402,63.343307,4.0
-23.114487,3.2132578,1.0
-16.496237,29.399986,1.0
-33.454,32.274372,1.0
47.01648,-46.4842,1.0
-27.545645,-62.134655,1.0
49.741707,-2.2847996,1.0
-15.85058,3.0529792,1.0
-5.224586,-62.62789,1.0
27.161314,-46.28683,4.0
-25.171446,-34.96862,4.0
-26.608776,-3.5416195,4.0
57.931324,32.839222,1.0
9.223162,-4.9609003,1.0
29.0642,-40.356762,4.0
27.769585,1.7825291,4.0
60.494083,25.056404,1.0
-27.921167,29.647264,1.0
61.558132,9.267703,4.0
-25.199493,31.068005,3.0
-27.601572,-56.652992,1.0
23.091614,-9.453403,1.0
26.499815,-61.612614,1.0
-21.794634,52.881294,1.0
-22.323788,43.72614,1.0
-11.210816,50.572353,4.0
32.74761,40.26836,3.0
61.137974,-19.96709,4.0
57.362507,25.432425,4.0
10.470467,-78.42794,4.0
